network,country,country_code,continent,continent_code,asn,as_name,as_domain,type
2a06:1286:c000::/34,United Kingdom,GB,Europe,EU,AS204789,BIZBETA LTD,pm.me,unknown
2a06:a001:a0b0::/44,United Kingdom,GB,Europe,EU,AS204789,BIZBETA LTD,pm.me,unknown
2a06:a005:1db0::/44,United Kingdom,GB,Europe,EU,AS204789,BIZBETA LTD,pm.me,unknown
2a06:de06:385::/48,Curacao,CW,North America,NA,AS212080,Karafarini va FANAVARIHAYEH Novin Negin Pars Co PJS,neginpars.com,business
2a07:d887:6b00::/40,Iran,IR,Asia,AS,AS43357,Owl Limited,owl.net,global_cdn_edge
2a09:4c0:0:6d::/64,Iran,IR,Asia,AS,AS58057,Securebit AG,securebit.ch,global_cdn_edge
2a09:bac1:3800::/64,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac1:3800:10::/64,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac1:3800:18::/64,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac1:3820::/64,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac1:3820:10::/64,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac1:3820:18::/64,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac1:3840::/64,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac1:3840:10::/64,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac1:3840:18::/64,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac1:3860::/64,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac1:3860:10::/64,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac1:3860:18::/64,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac2:4130::/44,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac2:4140::/45,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac3:4130::/44,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac3:4140::/45,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac4:358::/45,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac4:1358::/45,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac5:41c8::/45,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac5:41d0::/44,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac6:41c8::/45,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a09:bac6:41d0::/44,Iran,IR,Asia,AS,AS13335,"Cloudflare, Inc.",cloudflare.com,global_cdn_edge
2a0a:3e45:200::/40,Norway,NO,Europe,EU,AS213839,FRANK SOLLI,icloud.com,unknown
2a0a:6040:f97::/48,Iran,IR,Asia,AS,AS212532,XIAO YANG WEN RUI,acesheep.cn,global_cdn_edge
2a0a:6044:77fe:6b::/64,Iran,IR,Asia,AS,AS214242,Jiaxing Xing,wlms.dev,global_cdn_edge
2a0b:4e07:3:3640::/60,Iran,IR,Asia,AS,AS11967,Hop179 OU,hop179.net,global_cdn_edge
2a0c:9a40:95b6:8000::/52,Iran,IR,Asia,AS,AS203314,HATS NETWORK INC.,hatsnet.io,global_cdn_edge
2a0c:9a46:3fe:6b::/64,Iran,IR,Asia,AS,AS214242,Jiaxing Xing,wlms.dev,global_cdn_edge
2a0c:a7c6:2b::/48,Iran,IR,Asia,AS,AS205585,Noyan Abr Arvan Co. ( Private Joint Stock),arvancloud.ir,hosting
2a0c:a7c6:1000::/36,Iran,IR,Asia,AS,AS205585,Noyan Abr Arvan Co. ( Private Joint Stock),arvancloud.ir,hosting
2a0c:a7c7::/40,France,FR,Europe,EU,AS205585,Noyan Abr Arvan Co. ( Private Joint Stock),arvancloud.ir,hosting
2a0c:b641:450::/44,Brazil,BR,South America,SA,AS203731,Blazehosting LTDA,icloud.com,unknown
2a0d:2406:11ea::/48,The Netherlands,NL,Europe,EU,AS212025,Cukman Kresimir,potenting.com,unknown
2a0d:48c0::/29,Russia,RU,Europe,EU,AS204968,Volkov Andrey Vladimirovich,icloud.com,unknown
2a0d:4ac0::/40,France,FR,Europe,EU,AS205585,Noyan Abr Arvan Co. ( Private Joint Stock),arvancloud.ir,hosting
2a0d:6ec0::/29,Russia,RU,Europe,EU,AS204968,Volkov Andrey Vladimirovich,icloud.com,unknown
2a0d:9740::/29,Russia,RU,Europe,EU,AS204968,Volkov Andrey Vladimirovich,icloud.com,unknown
2a0d:b540::/29,Russia,RU,Europe,EU,AS204968,Volkov Andrey Vladimirovich,icloud.com,unknown
2a0d:b845::/32,Russia,RU,Europe,EU,AS204968,Volkov Andrey Vladimirovich,icloud.com,unknown
2a0e:19c2::/32,Russia,RU,Europe,EU,AS204968,Volkov Andrey Vladimirovich,icloud.com,unknown
2a0f:1cc5:20::/44,China,CN,Asia,AS,AS204518,Shiyu Zhou,icloud.com,unknown
2a0f:1cc5:1f97::/48,Iran,IR,Asia,AS,AS212532,XIAO YANG WEN RUI,acesheep.cn,global_cdn_edge
2a0f:9403:710::/44,Iran,IR,Asia,AS,AS214669,"STARLIGHT TECH TRADING CO., LIMITED",starshine.cloud,global_cdn_edge
2a0f:94c0:200::/48,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201::/64,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:1::/64,Germany,DE,Europe,EU,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:2::/63,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:4::/62,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:8::/61,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:10::/60,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:20::/59,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:40::/58,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:80::/57,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:100::/56,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:200::/55,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:400::/54,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:800::/53,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:1000::/52,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:2000::/51,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:4000::/50,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:201:8000::/49,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:202::/47,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:204::/46,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:208::/45,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:210::/44,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:220::/43,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:240::/42,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a0f:94c0:280::/41,United Arab Emirates,AE,Asia,AS,AS57568,ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,arvancloud.ae,unknown
2a11:a580:3e00::/40,Iran,IR,Asia,AS,AS200927,ProxyOmega LTD,proxyomega.com,global_cdn_edge
2a12:6600::/29,Russia,RU,Europe,EU,AS204968,Volkov Andrey Vladimirovich,icloud.com,unknown
2a12:9e00::/29,Russia,RU,Europe,EU,AS204968,Volkov Andrey Vladimirovich,icloud.com,unknown
2a12:a504::/32,Russia,RU,Europe,EU,AS204968,Volkov Andrey Vladimirovich,icloud.com,unknown
2a12:bec4:12a6:24c1::/64,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:24c2::/63,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:24c4::/62,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:24c8::/61,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:24d0::/60,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:24e0::/59,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2500::/59,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2520::/61,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2528::/62,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:252c::/63,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:252f::/64,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2530::/60,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2540::/58,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2580::/57,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2600::/55,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2800::/56,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2900::/61,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2908::/62,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:290c::/63,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:290f::/64,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2910::/62,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2914::/63,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2917::/64,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2918::/61,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2920::/59,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2940::/58,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2980::/57,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2a00::/57,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2a80::/59,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2aa0::/60,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2ab0::/63,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2ab2::/64,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2ab4::/62,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2ab8::/61,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2ac0::/58,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2b00::/57,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2b80::/59,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2ba0::/60,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bb0::/61,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bb8::/62,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bbc::/64,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bbe::/63,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bc0::/61,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bc8::/62,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bcd::/64,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bce::/63,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bd0::/60,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2be0::/62,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2be4::/63,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2be7::/64,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2be8::/63,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bea::/64,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bec::/62,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bf0::/61,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bf8::/62,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bfc::/63,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a6:2bfe::/64,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:bec4:12a8:7100::/56,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a12:f001:2000::/36,Iran,IR,Asia,AS,AS207432,CoreStream LLC,corestream.network,global_cdn_edge
2a12:f381:6100::/40,Iran,IR,Asia,AS,AS6775,Andreas Fink trading as Fink Telecom Services GmbH,fink-telecom.com,global_cdn_edge
2a12:f382:6100::/40,Iran,IR,Asia,AS,AS6775,Andreas Fink trading as Fink Telecom Services GmbH,fink-telecom.com,global_cdn_edge
2a12:f8c3:1:6d74::/64,Iran,IR,Asia,AS,AS38136,Akari Networks,akari.hk,global_cdn_edge
2a12:f8c3:1:6d94::/64,Iran,IR,Asia,AS,AS38136,Akari Networks,akari.hk,global_cdn_edge
2a13:6bc3::/32,Iran,IR,Asia,AS,AS8772,NLineLLC,netassist.ua,global_cdn_edge
2a13:a5c7:256c::/48,Iran,IR,Asia,AS,AS203314,HATS NETWORK INC.,hatsnet.io,global_cdn_edge
2a13:a5c7:25ff:6b00::/56,Iran,IR,Asia,AS,AS203314,HATS NETWORK INC.,hatsnet.io,global_cdn_edge
2a14:1c2:e000::/37,Iran,IR,Asia,AS,AS212238,Datacamp Limited,datacamp.co.uk,global_cdn_edge
2a14:7c0:6000::/40,The Netherlands,NL,Europe,EU,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:5ac0::/32,United States,US,North America,NA,AS205415,Hossein Ashraf Semnani,linkedin.com,business
2a14:67c2:850:1::/64,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:2::/63,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:4::/62,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:8::/61,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:10::/60,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:20::/59,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:40::/58,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:80::/57,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:100::/56,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:200::/55,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:400::/54,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:800::/53,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:1000::/52,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:2000::/51,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:4000::/50,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:850:8000::/49,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:1::/64,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:2::/63,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:4::/62,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:8::/61,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:10::/60,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:20::/59,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:40::/58,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:80::/57,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:100::/56,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:200::/55,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:400::/54,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:800::/53,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:1000::/52,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:2000::/51,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:4000::/50,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:67c2:8f5:8000::/49,Iran,IR,Asia,AS,AS214848,"Tianjin Compatible Network Technology Co., Ltd.",phantasy.life,global_cdn_edge
2a14:7580:cf6b::/48,Iran,IR,Asia,AS,AS210464,AVS ISP,avsisp.com,global_cdn_edge
2a14:7581:b13:6900::/56,Iran,IR,Asia,AS,AS214575,"Curious Universe (Chongqing) Technology Co., Ltd",haoqiyuzhou.com,global_cdn_edge
2a14:7581:3b70::/48,Iran,IR,Asia,AS,AS20473,"The Constant Company, LLC",constant.com,global_cdn_edge
2a14:9e00:200::/64,The Netherlands,NL,Europe,EU,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:1::/64,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:2::/63,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:4::/62,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:8::/61,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:10::/60,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:20::/59,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:40::/58,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:80::/57,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:100::/56,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:200::/55,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:400::/54,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:800::/53,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:1000::/52,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:2000::/51,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:4000::/50,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:200:8000::/49,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:201::/48,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:202::/47,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:204::/46,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:208::/45,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:210::/44,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:220::/43,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:240::/42,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:9e00:280::/41,Iran,IR,Asia,AS,AS214515,Amir Mohammad Masoudi,nahor.io,hosting
2a14:a902::/32,United Kingdom,GB,Europe,EU,AS213565,Badonde Networks,icloud.com,unknown
2a14:c380:7a6::/48,Iran,IR,Asia,AS,AS200950,Calibour Limited,calibour.com,global_cdn_edge
2c0f:5140::/32,Mauritius,MU,Africa,AF,AS328728,Outremer Telecom Digital Solutions Ltd,linkedin.com,unknown
